,id,username,displayname,location,created,followersCount,friendsCount,url,verified,geotext,city,country
1147,1255866496665956352,No_Appointment,Matt and Russ - No Appointment Necessary,"England, United Kingdom",2020-04-30T14:28:13+00:00,320,165,https://twitter.com/No_Appointment,False,<geotext.geotext.GeoText object at 0x7f4bdc9a99d0>,,United Kingdom
1149,1082345165057073153,TGOTpodcast,Those Guys Over There,DMV,2019-01-07T18:36:11+00:00,323,272,https://twitter.com/TGOTpodcast,False,<geotext.geotext.GeoText object at 0x7f4bdc9a9a60>,,
1151,1291952568223047681,RealMFresh,Matt Effect Legendary Edition,"Toronto, Ontario",2020-08-08T04:21:17+00:00,63,422,https://twitter.com/RealMFresh,False,<geotext.geotext.GeoText object at 0x7f4bdc9a9d00>,TorontoOntario,Canada
1153,20244980,onejasonknight,Jason Knight,"London, UK",2009-02-06T15:37:29+00:00,1296,1096,https://twitter.com/onejasonknight,False,<geotext.geotext.GeoText object at 0x7f4bdc9a9ca0>,London,United Kingdom
1156,22501090,mrnesi,🟣🟢 Christopher J. Nesi 🎙,New Jersey & Your Ears,2009-03-02T16:34:37+00:00,7590,1273,https://twitter.com/mrnesi,False,<geotext.geotext.GeoText object at 0x7f4bdc9a9e50>,,United Kingdom
1158,4204968778,podcastbrunch,Podcast Brunch Club,Worldwide,2015-11-16T21:46:43+00:00,6347,4862,https://twitter.com/podcastbrunch,False,<geotext.geotext.GeoText object at 0x7f4bdc9a9e20>,,
1170,24511641,Suzy_Bee,Casual Birder Suzy,UK,2009-03-15T11:24:07+00:00,576,1178,https://twitter.com/Suzy_Bee,False,<geotext.geotext.GeoText object at 0x7f4bdc9a9a90>,,United Kingdom
1203,1220652146649128963,mindfulness_for,"Shaun, Mindfulness for Beginners Podcast",,2020-01-24T10:18:52+00:00,3382,4990,https://twitter.com/mindfulness_for,False,<geotext.geotext.GeoText object at 0x7f4bdc960370>,,
1204,59517991,lightb4sound,Spencer Bruce,"Manchester, UK",2009-07-23T16:46:01+00:00,860,319,https://twitter.com/lightb4sound,False,<geotext.geotext.GeoText object at 0x7f4bdc960910>,Manchester,United Kingdom
1205,1085329370820931584,TalkTied,Tongue Tied Talk Show,Sunny SoCal,2019-01-16T00:14:21+00:00,37,113,https://twitter.com/TalkTied,False,<geotext.geotext.GeoText object at 0x7f4bdc960d30>,,
1206,1171110682617679872,DietCommon,The Diet of Common Sense,,2019-09-09T17:18:59+00:00,188,321,https://twitter.com/DietCommon,False,<geotext.geotext.GeoText object at 0x7f4bdc9608b0>,,
1207,1234135687303237633,BIPdotDND,Bardic Inspiration Podcast,"Buffalo, NY",2020-03-01T15:17:54+00:00,72,84,https://twitter.com/BIPdotDND,False,<geotext.geotext.GeoText object at 0x7f4bdc960790>,Buffalo,United States
1213,1250147770926800897,traditionalpod,Non Traditional Podcast,,2020-04-14T19:44:06+00:00,17,27,https://twitter.com/traditionalpod,False,<geotext.geotext.GeoText object at 0x7f4bdc960670>,,
1219,1237802328922763271,CalliopicProd,Calliopic Productions,🏴󠁧󠁢󠁷󠁬󠁳󠁿,2020-03-11T18:07:41+00:00,270,110,https://twitter.com/CalliopicProd,False,<geotext.geotext.GeoText object at 0x7f4bdc960490>,,
1228,1111436311213297664,PapaPhDPodcast,Papa PhD is talking career readiness after the PhD,,2019-03-29T01:14:00+00:00,2753,2530,https://twitter.com/PapaPhDPodcast,False,<geotext.geotext.GeoText object at 0x7f4bdc9602e0>,,
1229,1307140862942404608,WineChatsPod,Wine Chats Podcast,"Brisbane, Queensland",2020-09-19T02:14:10+00:00,254,220,https://twitter.com/WineChatsPod,False,<geotext.geotext.GeoText object at 0x7f4bdc960040>,Brisbane,
1233,1294406909462810626,TLDRBible,TL;DR Bible,,2020-08-14T22:54:06+00:00,49,198,https://twitter.com/TLDRBible,False,<geotext.geotext.GeoText object at 0x7f4bdc960160>,,
1236,1288981471470944256,DearGradStudent,✨Dear Grad Student Podcast✨,the 🏳️‍🌈pride🏳️‍🌈 lab,2020-07-30T23:35:30+00:00,4221,1438,https://twitter.com/DearGradStudent,False,<geotext.geotext.GeoText object at 0x7f4bdc960220>,,
1237,1294368211,TheCaptain1117,Luke,,2013-03-24T08:53:36+00:00,132,332,https://twitter.com/TheCaptain1117,False,<geotext.geotext.GeoText object at 0x7f4bdc9601c0>,,
1239,1175099926323154944,DrunkenlyEdu,Drunkenly Educated Podcast is Vaccinated,,2019-09-20T17:32:59+00:00,937,685,https://twitter.com/DrunkenlyEdu,False,<geotext.geotext.GeoText object at 0x7f4bdc960400>,,
1243,1105193211121856513,_InteresGeneral,Interés General Podcast,,2019-03-11T19:46:09+00:00,456,239,https://twitter.com/_InteresGeneral,False,<geotext.geotext.GeoText object at 0x7f4bdc9604f0>,,
1245,30364977,WhoIsRyanMcC,Ryan McCarthy 🎙💻🎥📸,1 Thess. 4:11-12,2009-04-11T01:33:39+00:00,792,1317,https://twitter.com/WhoIsRyanMcC,False,<geotext.geotext.GeoText object at 0x7f4bdc960580>,,
1254,1304967162235412486,YFilesPodcast,Y Files Podcast,,2020-09-13T02:16:58+00:00,606,827,https://twitter.com/YFilesPodcast,False,<geotext.geotext.GeoText object at 0x7f4bdc960730>,,
1255,2865706750,GreatGeekRefuge,Great Geek Refuge,,2014-11-07T14:17:59+00:00,132,349,https://twitter.com/GreatGeekRefuge,False,<geotext.geotext.GeoText object at 0x7f4bdc9607c0>,,
1258,1160807974979325959,DishPodcast,Petri Dish: A Science Comedy Podcast,"Los Angeles, CA",2019-08-12T06:59:22+00:00,2509,3650,https://twitter.com/DishPodcast,False,<geotext.geotext.GeoText object at 0x7f4bdc960760>,Los Angeles,United States
1270,738030121521647617,lauren_grace_t,Lauren Grace Thompson,"Chicago, IL",2016-06-01T15:31:07+00:00,428,1052,https://twitter.com/lauren_grace_t,False,<geotext.geotext.GeoText object at 0x7f4bdc9607f0>,Chicago,United States
1276,2467348405,dvd_orion,David Orión 🌊,"Madrid, Spain",2014-04-28T07:02:28+00:00,1502,1034,https://twitter.com/dvd_orion,False,<geotext.geotext.GeoText object at 0x7f4bdc960a60>,Madrid,Spain
1288,1022975392041328640,withasideofpod,With a Side of Knowledge,,2018-07-27T22:41:54+00:00,656,404,https://twitter.com/withasideofpod,False,<geotext.geotext.GeoText object at 0x7f4bdc960a00>,,
1298,2293594190,podcast_junkies,Podcast Junkies is SO meta,"Minneapolis, MN",2014-01-16T00:42:00+00:00,6274,5355,https://twitter.com/podcast_junkies,False,<geotext.geotext.GeoText object at 0x7f4bdc960a90>,Minneapolis,United States
1306,1184556151310041088,CreativelyXPod,Creatively Exposed Podcast,"Florida, USA",2019-10-16T19:46:38+00:00,678,1032,https://twitter.com/CreativelyXPod,False,<geotext.geotext.GeoText object at 0x7f4bdc960b80>,Florida,United States
1307,1291949560219279361,CatchUpCulture,Culture Catch Up Podcast,"Austin, TX",2020-08-08T04:09:27+00:00,31,38,https://twitter.com/CatchUpCulture,False,<geotext.geotext.GeoText object at 0x7f4bdc960d90>,Austin,United States
1313,1293264386736320512,CWTPodcast2020,Can We Talk Podcast 2020,,2020-08-11T19:14:03+00:00,40,84,https://twitter.com/CWTPodcast2020,False,<geotext.geotext.GeoText object at 0x7f4bdc960e50>,,
1315,877013022899830786,hwaitingpodcast,화이팅! Words podcast 🎙,Apple • Spotify • Anchor • Etc,2017-06-20T03:59:33+00:00,484,690,https://twitter.com/hwaitingpodcast,False,<geotext.geotext.GeoText object at 0x7f4bdc960f10>,,
1316,1283781073596559360,attendancebias,attendancebias podcast,"Forest Hills, NYC",2020-07-16T15:10:47+00:00,344,138,https://twitter.com/attendancebias,False,<geotext.geotext.GeoText object at 0x7f4bdc960fd0>,Forest Hills,United States
1318,1183569806383046656,DigitalDaysPod,Digital Days Gaming,Midwest,2019-10-14T02:26:58+00:00,182,183,https://twitter.com/DigitalDaysPod,False,<geotext.geotext.GeoText object at 0x7f4bdc960430>,,
1325,1029909684533248000,The_Jorsh90,The Jorsh (Indie Josh),"Florida, USA",2018-08-16T01:56:18+00:00,464,1265,https://twitter.com/The_Jorsh90,False,<geotext.geotext.GeoText object at 0x7f4bdc9245e0>,Florida,United States
1329,1264322269603606529,EKodawari,Exploring Kodawari,,2020-05-23T22:28:30+00:00,448,1393,https://twitter.com/EKodawari,False,<geotext.geotext.GeoText object at 0x7f4bdc924640>,,
1332,1146915386517884928,UACPodcast,UnearthedAreCanon,Canada,2019-07-04T22:55:11+00:00,462,147,https://twitter.com/UACPodcast,False,<geotext.geotext.GeoText object at 0x7f4bdc924fa0>,,Canada
1333,1294636597321793537,CharacterArcana,⏰ Character Arcana ⏰,"Florida, USA",2020-08-15T14:06:51+00:00,2666,2393,https://twitter.com/CharacterArcana,False,<geotext.geotext.GeoText object at 0x7f4bdc924850>,Florida,United States
1334,1154089718260350983,AFoolsQuest,AFoolsQuest,"Michigan, USA",2019-07-24T18:03:25+00:00,1401,715,https://twitter.com/AFoolsQuest,False,<geotext.geotext.GeoText object at 0x7f4bdc924370>,Michigan,United States
1335,1441947416,svjrules76,LanaNS 💙💛💚,somewhere over the rainbow ..,2013-05-19T18:47:54+00:00,283,296,https://twitter.com/svjrules76,False,<geotext.geotext.GeoText object at 0x7f4bdc924070>,,
1339,1194749487262162944,LvlPlayinField_,Level Playing Field,,2019-11-13T23:01:41+00:00,165,153,https://twitter.com/LvlPlayinField_,False,<geotext.geotext.GeoText object at 0x7f4bdc924e20>,,
1346,1241789857460031492,glacial_blue,Aleks,Vanuatu,2020-03-22T18:12:33+00:00,385,351,https://twitter.com/glacial_blue,False,<geotext.geotext.GeoText object at 0x7f4bdc924a00>,,Vanuatu
1350,1206443593289936898,truepopoholic,Brian Dupre,"Florida, USA",2019-12-16T05:19:13+00:00,76,372,https://twitter.com/truepopoholic,False,<geotext.geotext.GeoText object at 0x7f4bdc9247c0>,Florida,United States
1358,1287419792195039237,PodProgram,The Podcast Exchange Program,,2020-07-26T16:10:04+00:00,225,264,https://twitter.com/PodProgram,False,<geotext.geotext.GeoText object at 0x7f4bdc924310>,,
1361,1213258637105192961,DrunkenGeekPod,The Drunken Geek Podcast,,2020-01-04T00:47:40+00:00,1171,766,https://twitter.com/DrunkenGeekPod,False,<geotext.geotext.GeoText object at 0x7f4bdc9240a0>,,
1383,973785330,Clairalls,Claire,"Portsmouth, England",2012-11-27T12:23:21+00:00,207,1184,https://twitter.com/Clairalls,False,<geotext.geotext.GeoText object at 0x7f4bdc924460>,Portsmouth,United Kingdom
1386,1257777107519881220,WisteriaGays,Wisteria Gays | A Desperate Housewives Podcast,Wisteria Lane,2020-05-05T21:00:18+00:00,233,41,https://twitter.com/WisteriaGays,False,<geotext.geotext.GeoText object at 0x7f4bdc9246a0>,,
1387,1001934337229672448,downtime_gaming,DtG ~ Sam 🎉,"London, England",2018-05-30T21:12:15+00:00,293,667,https://twitter.com/downtime_gaming,False,<geotext.geotext.GeoText object at 0x7f4bdc924730>,London,United Kingdom
1389,986194508097474562,PriyaSaralkar,Priya Saralkar,Mumbai ,2018-04-17T10:47:48+00:00,119,204,https://twitter.com/PriyaSaralkar,False,<geotext.geotext.GeoText object at 0x7f4bdc924790>,Mumbai,
1394,190373550,CKGoldiing,CK Goldiing,Sheffield,2010-09-13T19:58:34+00:00,10495,5,https://twitter.com/CKGoldiing,False,<geotext.geotext.GeoText object at 0x7f4bdc9249a0>,Sheffield,
1395,1191452053278744576,ThePodcastMag,Podcast Magazine,"San Diego, California",2019-11-04T20:28:08+00:00,2147,1053,https://twitter.com/ThePodcastMag,False,<geotext.geotext.GeoText object at 0x7f4bdc924a60>,San Diego,United States
1396,17583467,DanRMorris,Dan R Morris,"Nashville, TN",2008-11-24T02:34:04+00:00,12107,2148,https://twitter.com/DanRMorris,False,<geotext.geotext.GeoText object at 0x7f4bdc924b20>,Nashville,United States
1413,1291768429263945728,Deferlante_,Déferlante,,2020-08-07T16:10:06+00:00,64,52,https://twitter.com/Deferlante_,False,<geotext.geotext.GeoText object at 0x7f4bdc924be0>,,
1421,1274071702859898880,UnscriptedwDIT,Dubaiimprovtribe,"Dubai, United Arab Emirates",2020-06-19T20:09:56+00:00,155,389,https://twitter.com/UnscriptedwDIT,False,<geotext.geotext.GeoText object at 0x7f4bdc924dc0>,Dubai,United Arab Emirates
1424,1086251743342555137,VincentMacElroy,OneCapturedDesign,Celestial Plane,2019-01-18T13:19:31+00:00,50,204,https://twitter.com/VincentMacElroy,False,<geotext.geotext.GeoText object at 0x7f4bdc924d60>,,
1425,1292471836966518784,ModernEscapism,Modern Escapism,modernescapismpod@gmail.com,2020-08-09T14:45:04+00:00,457,714,https://twitter.com/ModernEscapism,False,<geotext.geotext.GeoText object at 0x7f4bdc924f10>,,
1431,4773092774,Castbox_fm,Castbox,"San Francisco, CA",2016-01-17T10:51:31+00:00,17864,1674,https://twitter.com/Castbox_fm,False,<geotext.geotext.GeoText object at 0x7f4bdc9248b0>,San Francisco,United States
1440,85612646,JackieJacQuel,Jackie Jac Quel,Country Living,2009-10-27T17:07:34+00:00,64,54,https://twitter.com/JackieJacQuel,False,<geotext.geotext.GeoText object at 0x7f4bdc8e7640>,,
1449,1202537174505271296,beholdertonoone,Beholder to No One (Nikki),"Florida, USA",2019-12-05T10:36:31+00:00,2027,1520,https://twitter.com/beholdertonoone,False,<geotext.geotext.GeoText object at 0x7f4bdc8e7580>,Florida,United States
1453,820303909725929473,AnnCSloan,ACSloan -- #MyPronounsAre She/Her,Los Angeles,2017-01-14T16:17:47+00:00,213,275,https://twitter.com/AnnCSloan,False,<geotext.geotext.GeoText object at 0x7f4bdc8e79d0>,Los Angeles,United States
1454,838443889702944769,TheWildLifepod,The Wild Life | Podcast • Nonprofit,United States,2017-03-05T17:39:35+00:00,1336,2972,https://twitter.com/TheWildLifepod,False,<geotext.geotext.GeoText object at 0x7f4bdc8e7790>,,United States
1457,1251870046265192452,TeenPeoplePod,Teen People Podcast,Canada,2020-04-19T13:48:35+00:00,270,1484,https://twitter.com/TeenPeoplePod,False,<geotext.geotext.GeoText object at 0x7f4bdc8e7490>,,Canada
1459,377371443,RollingwVinny,Vinny,,2011-09-21T13:34:11+00:00,229,99,https://twitter.com/RollingwVinny,False,<geotext.geotext.GeoText object at 0x7f4bdc8e7070>,,
1460,2956086741,goodpatron,Good Patron 🎧🎙,"Phoenix, AZ",2015-01-02T05:41:25+00:00,390,311,https://twitter.com/goodpatron,False,<geotext.geotext.GeoText object at 0x7f4bdc8e71c0>,Phoenix,United States
1475,1271545257184956416,girlmeetsnerd,Megan | The Girl Meets Nerd Podcast,"Ontario, Canada",2020-06-12T20:50:00+00:00,1146,860,https://twitter.com/girlmeetsnerd,False,<geotext.geotext.GeoText object at 0x7f4bdc8e71f0>,Ontario,Canada
1476,1245432923018481664,ChosenOnesDnD,✨Chosen Ones✨|| Cassi (they/them),"Varune, Absolem",2020-04-01T19:28:52+00:00,2452,1322,https://twitter.com/ChosenOnesDnD,False,<geotext.geotext.GeoText object at 0x7f4bdc8e7310>,,
1477,890653204488257537,guendalinacilli,Guendalina Cilli,Italia,2017-07-27T19:20:46+00:00,90,247,https://twitter.com/guendalinacilli,False,<geotext.geotext.GeoText object at 0x7f4bdc8e74c0>,,Italy
1481,1277731401719320578,DiffWorldPod,Different World Same Story,,2020-06-29T22:32:16+00:00,139,198,https://twitter.com/DiffWorldPod,False,<geotext.geotext.GeoText object at 0x7f4bdc8e77c0>,,
1482,1024430929526190080,ElainesCooking,Elaine's Cooking for the Soul,"Los Angeles, CA",2018-07-31T23:05:41+00:00,757,1277,https://twitter.com/ElainesCooking,False,<geotext.geotext.GeoText object at 0x7f4bdc8e77f0>,Los Angeles,United States
1486,1013685191422799873,PublicNoticeLLC,Public Notice,"Los Angeles, CA",2018-07-02T07:25:57+00:00,142,370,https://twitter.com/PublicNoticeLLC,False,<geotext.geotext.GeoText object at 0x7f4bdc8e79a0>,Los Angeles,United States
1487,1235802349979000832,TheHunterBishop,Hunter Bishop,"Toronto, Ontario",2020-03-06T05:40:22+00:00,141,451,https://twitter.com/TheHunterBishop,False,<geotext.geotext.GeoText object at 0x7f4bdc8e7a30>,TorontoOntario,Canada
1488,1257036164822781952,enchantedpod,Enchanted: The History of Magic & Witchcraft,United States,2020-05-03T19:56:06+00:00,558,295,https://twitter.com/enchantedpod,False,<geotext.geotext.GeoText object at 0x7f4bdc8e7b80>,,United States
1494,1220004122159656961,Infectious_Pod,Infectious Groove Podcast,"Detroit, Michigan",2020-01-22T15:24:28+00:00,2547,1975,https://twitter.com/Infectious_Pod,False,<geotext.geotext.GeoText object at 0x7f4bdc8e7c10>,DetroitMichigan,United States
1495,1193120863060733952,JennaSpinelle,Jenna Spinelle,"State College, PA",2019-11-09T10:59:24+00:00,452,198,https://twitter.com/JennaSpinelle,False,<geotext.geotext.GeoText object at 0x7f4bdc8e7b50>,State College,United States
1498,1089749787614826501,PopOHolics,Pop-O-Holics,"Florida, USA",2019-01-28T04:59:30+00:00,55,33,https://twitter.com/PopOHolics,False,<geotext.geotext.GeoText object at 0x7f4bdc8e7d60>,Florida,United States
1505,1281679696892243968,SistersWhoScene,Sisters Who Scene It,,2020-07-10T20:02:42+00:00,231,816,https://twitter.com/SistersWhoScene,False,<geotext.geotext.GeoText object at 0x7f4bdc8e7e20>,,
1506,3135563175,WTFamicom,WTFamicom : A Gaming Podcast,,2015-04-05T02:38:30+00:00,2142,2551,https://twitter.com/WTFamicom,False,<geotext.geotext.GeoText object at 0x7f4bdc8e7f40>,,
1509,4129709615,Nestofhorrors,Nest of Horrors Podcast,Deep in a forest,2015-11-06T22:05:38+00:00,151,30,https://twitter.com/Nestofhorrors,False,<geotext.geotext.GeoText object at 0x7f4bdc8e7fd0>,,
1523,946147096356417537,StoryEverPod,The Greatest Story Ever Played Podcast,"Columbus, OH",2017-12-27T22:33:41+00:00,1279,92,https://twitter.com/StoryEverPod,False,<geotext.geotext.GeoText object at 0x7f4bdc8e70a0>,Columbus,United States
1526,1167749302959169536,MaryRop80289134,Graphic world,,2019-08-31T10:42:05+00:00,20,237,https://twitter.com/MaryRop80289134,False,<geotext.geotext.GeoText object at 0x7f4bdc8b75e0>,,
1552,1268929965841678337,IronBoundChest,The Iron Bound Chest,A Dusty Dungeon,2020-06-05T15:38:06+00:00,1951,1580,https://twitter.com/IronBoundChest,False,<geotext.geotext.GeoText object at 0x7f4bdc8b74f0>,,
1557,1218913736452464640,great_lawful,Lawful Great Adventures,,2020-01-19T15:11:03+00:00,1810,985,https://twitter.com/great_lawful,False,<geotext.geotext.GeoText object at 0x7f4bdc8b72e0>,,
1562,406690342,MEMackEast,It's ME Mack East,"Queens, NY",2011-11-07T02:04:53+00:00,306,404,https://twitter.com/MEMackEast,False,<geotext.geotext.GeoText object at 0x7f4bdc8b7e80>,,United States
1565,1142493012120997889,firstwatchshow,The First Watch - D&D Web Series,"Minnesota, USA",2019-06-22T18:02:15+00:00,1290,1026,https://twitter.com/firstwatchshow,False,<geotext.geotext.GeoText object at 0x7f4bdc8b7940>,,United States
1579,1115983002201460736,CastingLotsPod,Casting Lots: A Survival Cannibalism Podcast,,2019-04-10T14:20:56+00:00,346,239,https://twitter.com/CastingLotsPod,False,<geotext.geotext.GeoText object at 0x7f4bdc8b7400>,,
1581,348705405,HeyKeine,Dave Keine,"Durham, NC",2011-08-04T21:32:18+00:00,638,339,https://twitter.com/HeyKeine,False,<geotext.geotext.GeoText object at 0x7f4bdc8b7df0>,Durham,United States
1583,1191418238531461122,certainpovpod,From a Certain POV Podcast,,2019-11-04T18:13:54+00:00,1087,924,https://twitter.com/certainpovpod,False,<geotext.geotext.GeoText object at 0x7f4bdc8b77f0>,,
1594,897475742707200000,vladmihajlovic,Vladimir Mihajlović,Poland,2017-08-15T15:11:06+00:00,106,308,https://twitter.com/vladmihajlovic,False,<geotext.geotext.GeoText object at 0x7f4bdc8b7490>,,Poland
1595,1122247436217483264,30AndNerdyPod,30&NerdyPodcast / The Road So Far,"Tennessee, USA",2019-04-27T21:13:33+00:00,1514,1403,https://twitter.com/30AndNerdyPod,False,<geotext.geotext.GeoText object at 0x7f4bdc8b7160>,,United States
1596,53731685,AshaAffliction,Asha Nurzyński,"Wroclaw, Poland",2009-07-04T18:39:20+00:00,264,1301,https://twitter.com/AshaAffliction,False,<geotext.geotext.GeoText object at 0x7f4bdc8b72b0>,,Poland
1601,3232642998,DiabetesCxns,Diabetes Connections / T1D,"Charlotte, NC",2015-06-01T15:12:59+00:00,3226,1913,https://twitter.com/DiabetesCxns,False,<geotext.geotext.GeoText object at 0x7f4bdc8b7370>,Charlotte,United States
1605,2351430687,fm_nl_2,Flavia dalla Svezia,"Malmo, Sweden",2014-02-18T22:18:35+00:00,36,179,https://twitter.com/fm_nl_2,False,<geotext.geotext.GeoText object at 0x7f4bdc8b73a0>,,Sweden
1632,1280322824184397824,podcasterprice,podcasterprice,Washington DC,2020-07-07T02:08:54+00:00,70,102,https://twitter.com/podcasterprice,False,<geotext.geotext.GeoText object at 0x7f4bdc8b7640>,Washington,United States
1643,201830233,RunnymedeCap,Andrew Wang | Financial Advisor,"Morristown, NJ",2010-10-12T18:26:13+00:00,6886,3483,https://twitter.com/RunnymedeCap,False,<geotext.geotext.GeoText object at 0x7f4bdc8b7700>,Morristown,United States
1646,862832436547399680,The_Real_Ruk,Raymond,"Minnesota, USA",2017-05-12T00:50:58+00:00,1555,1114,https://twitter.com/The_Real_Ruk,False,<geotext.geotext.GeoText object at 0x7f4bdc8b79a0>,,United States
1653,1257431944557666307,RhinobotStudios,Rhinobot Studios,,2020-05-04T22:08:57+00:00,13,7,https://twitter.com/RhinobotStudios,False,<geotext.geotext.GeoText object at 0x7f4bdc8b7b50>,,
1656,1224641774146269184,podsnaija,Podsnaija,Nigeria,2020-02-04T10:32:14+00:00,108,109,https://twitter.com/podsnaija,False,<geotext.geotext.GeoText object at 0x7f4bdc8b7dc0>,,Nigeria
1658,268440003,denldi,Diane Rimmer,,2011-03-18T19:42:01+00:00,144,553,https://twitter.com/denldi,False,<geotext.geotext.GeoText object at 0x7f4bdc8b7eb0>,,
1659,3148516935,ContentByCarlie,Carlie Bonavia,France,2015-04-08T17:02:47+00:00,225,722,https://twitter.com/ContentByCarlie,False,<geotext.geotext.GeoText object at 0x7f4bdc8b7fa0>,,France
1661,1280568511048216576,AlauraFilbin,Alaura Filbin,,2020-07-07T18:26:30+00:00,186,411,https://twitter.com/AlauraFilbin,False,<geotext.geotext.GeoText object at 0x7f4bdc8b7850>,,
1669,454586852,thetwoohsix,Marc / The TwoOhSix,"Seattle, WA aka The TwoOhSix",2012-01-04T04:48:39+00:00,1128,2126,https://twitter.com/thetwoohsix,False,<geotext.geotext.GeoText object at 0x7f4bdc8762b0>,Seattle,United States
1671,1217833314855223297,part_time_pod,The Part-Time Podcast,,2020-01-16T15:38:01+00:00,20,42,https://twitter.com/part_time_pod,False,<geotext.geotext.GeoText object at 0x7f4bdc876f70>,,
1674,1268503553590476802,listentothefilm,listentothefilmpodcast,,2020-06-04T11:23:29+00:00,656,795,https://twitter.com/listentothefilm,False,<geotext.geotext.GeoText object at 0x7f4bdc876e20>,,
1676,1228314814021357568,BackTrackerUK,The BackTracker History Show,United Kingdom,2020-02-14T13:47:43+00:00,874,854,https://twitter.com/BackTrackerUK,False,<geotext.geotext.GeoText object at 0x7f4bdc876d90>,,United Kingdom
1677,896690278811131906,SunPowerPod,Sunshine & PowerCuts,New Zealand,2017-08-13T11:09:56+00:00,1456,318,https://twitter.com/SunPowerPod,False,<geotext.geotext.GeoText object at 0x7f4bdc876970>,,New Zealand
1678,14571757,jmichael79,J. Michael DeAngelis,"Philadelphia, PA",2008-04-28T16:54:59+00:00,233,415,https://twitter.com/jmichael79,False,<geotext.geotext.GeoText object at 0x7f4bdc876760>,Philadelphia,United States
1679,63223,stashaun,Shaun Behrens,Germany,2006-12-13T10:58:23+00:00,169,501,https://twitter.com/stashaun,False,<geotext.geotext.GeoText object at 0x7f4bdc876640>,,Germany
1683,1267892137523400706,dosafteryou,Dos: After You,"Madrid, Spain",2020-06-02T18:53:45+00:00,580,491,https://twitter.com/dosafteryou,False,<geotext.geotext.GeoText object at 0x7f4bdc876370>,Madrid,Spain
1685,1272387745600565250,cbfpod,Chief Best Friends 💛 A podcast for work besties,,2020-06-15T04:38:29+00:00,59,236,https://twitter.com/cbfpod,False,<geotext.geotext.GeoText object at 0x7f4bdc876040>,,
1686,358413992,ScratchyBananas,Justin H e l l s t r o m 🐊,"Atlanta, GA",2011-08-19T21:59:44+00:00,411,977,https://twitter.com/ScratchyBananas,False,<geotext.geotext.GeoText object at 0x7f4bdc876250>,Atlanta,United States
1688,1184660448458747904,Discount_DnD,Discount Dungeons - A DnD 5e Podcast,,2019-10-17T02:40:47+00:00,2693,1734,https://twitter.com/Discount_DnD,False,<geotext.geotext.GeoText object at 0x7f4bdc876310>,,
1695,220921868,carliebonavia,Carlie Bonavia,"Strasbourg, France",2010-11-29T06:52:13+00:00,1819,4838,https://twitter.com/carliebonavia,False,<geotext.geotext.GeoText object at 0x7f4bdc8764f0>,Strasbourg,France
1704,14640242,libsyn,libsyn,Pittsburgh,2008-05-03T18:27:19+00:00,15376,1271,https://twitter.com/libsyn,True,<geotext.geotext.GeoText object at 0x7f4bdc876550>,Pittsburgh,United States
1709,2482814250,PSHRadio,PSH Radio,England UK,2014-05-07T22:15:09+00:00,5140,4758,https://twitter.com/PSHRadio,False,<geotext.geotext.GeoText object at 0x7f4bdc876790>,,United Kingdom
1719,1217114887194914818,Know_Your_Roll,Know Your Roll (On Sabbatical!),Anywhere you find podcasts,2020-01-14T16:03:25+00:00,2078,1308,https://twitter.com/Know_Your_Roll,False,<geotext.geotext.GeoText object at 0x7f4bdc876b20>,,
1721,1152208827649024000,W_Key_Podcast,W-Key Podcast,,2019-07-19T13:29:26+00:00,161,455,https://twitter.com/W_Key_Podcast,False,<geotext.geotext.GeoText object at 0x7f4bdc876c10>,,
1722,2362050664,GamerMomLuna,"GamerMomLuna, TTRPG Community Mom",Luna's Living Room,2014-02-24T02:14:29+00:00,2289,1258,https://twitter.com/GamerMomLuna,False,<geotext.geotext.GeoText object at 0x7f4bdc876d60>,,
1724,791756837347549185,them2mpodcast,The Millennial to Millionaire Podcast🤑💸,,2016-10-27T21:41:54+00:00,679,650,https://twitter.com/them2mpodcast,False,<geotext.geotext.GeoText object at 0x7f4bdc876eb0>,,
1731,1569230258,podigee,Podigee,Berlin,2013-07-04T22:42:04+00:00,3764,30,https://twitter.com/podigee,False,<geotext.geotext.GeoText object at 0x7f4bdc876910>,Berlin,Germany
1733,36591488,JeppyKeith,Sir Jeffers,Black America,2009-04-30T04:09:08+00:00,424,837,https://twitter.com/JeppyKeith,False,<geotext.geotext.GeoText object at 0x7f4bdc830850>,,
1743,373764606,CHAOS_THEORYPOD,Chaos Theory Podcast,"San Antonio, TX",2011-09-15T04:41:17+00:00,580,755,https://twitter.com/CHAOS_THEORYPOD,False,<geotext.geotext.GeoText object at 0x7f4bdc830dc0>,San Antonio,United States
1747,1265667343771975687,LiteralLitPod,Literal Literature,,2020-05-27T15:33:15+00:00,99,69,https://twitter.com/LiteralLitPod,False,<geotext.geotext.GeoText object at 0x7f4bdc8305e0>,,
1751,1255934861866647557,DabblingDads,Dabbling Dads 🎞🕹🎙🧬🏆,Garage,2020-04-30T18:59:46+00:00,1381,1384,https://twitter.com/DabblingDads,False,<geotext.geotext.GeoText object at 0x7f4bdc830100>,,
1756,1269648602382598145,SoundrisePod,Soundrise Podcast 🎵,Poland & Serbia,2020-06-07T15:13:17+00:00,860,1111,https://twitter.com/SoundrisePod,False,<geotext.geotext.GeoText object at 0x7f4bdc830d00>,,Poland
